"id","category_id","code","name","partner_id","struct_id","sequence","condition_select","amount_fix","fondo_ahorro_aux","forma_pago","integrar_al_ingreso","integrar_estatal","integrar_ptu","condition_range_max","condition_range_min","variable_imss_monto","tipo_cotro_pago/id","parte_exenta/id","parte_gravada/id","amount_percentage","amount_percentage_base","exencion","variable_imss","amount_python_compute","condition_python","variable_imss_tipo","tipo_cdeduccion/id","tipo_cpercepcion/id","amount_select"
"__export__.hr_salary_rule_626","Percepcion gravada","PG004","Aguinaldo liquidacion gravada",,"Sueldos ordinaria","116","Expresión Python","17849.34",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"aguinaldo = 0
antiguedad_anos = contract.antiguedad_anos
dias_aguinaldo = 0
dias_proporcionales = 0

if contract.antiguedad_anos < 1:
   antiguedad_anos = 1
else:
   antiguedad_anos = contract.antiguedad_anos

if contract.tablas_cfdi_id:
    line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad_anos)],order='antiguedad desc',limit=1)
    if line:
       dias_aguinaldo = line.aguinaldo

if worked_days.AGUI:
   total = contract.sueldo_diario * worked_days.AGUI.number_of_days

monto_exento =  contract.tablas_cfdi_id.uma * 30

if total > monto_exento:
   result = round(total - monto_exento, 2)
else:
   result = 0","if worked_days.AGUI:
   result = 1
else:
   result = 0","Todo el monto",,,"Código Python"
"__export__.hr_salary_rule_218_425e2a23","Percepcion gravada","PG004","Aguinaldo gravada",,"Aguinaldo","116","Siempre verdadero","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"aguinaldo = 0
antiguedad_anos = contract.antiguedad_anos
dias_aguinaldo = 0
dias_proporcionales = 0
dias_trabajo = 0

if contract.antiguedad_anos < 1:
   antiguedad_anos = 1
else:
   antiguedad_anos = contract.antiguedad_anos

if contract.tablas_cfdi_id:
    line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad_anos)],order='antiguedad desc',limit=1)
    if line:
       dias_aguinaldo = line.aguinaldo

if worked_days.WORK100:
   dias_trabajo = dias_trabajo + worked_days.WORK100.number_of_days
if worked_days.SEPT:
   dias_trabajo = dias_trabajo + worked_days.SEPT.number_of_days
if worked_days.FJC:
   dias_trabajo = dias_trabajo + worked_days.FJC.number_of_days
if worked_days.VAC:
   dias_trabajo = dias_trabajo + worked_days.VAC.number_of_days
if worked_days.INC_MAT:
   dias_trabajo = dias_trabajo + worked_days.INC_MAT.number_of_days
#if worked_days.INC_EG:
#   dias_trabajo = dias_trabajo + worked_days.INC_EG.number_of_days
if worked_days.INC_RT:
   dias_trabajo = dias_trabajo + worked_days.INC_RT.number_of_days

if dias_trabajo > 0:
   dias_proporcionales = (dias_aguinaldo*dias_trabajo)/365
   total = dias_proporcionales * contract.sueldo_diario

monto_exento =  contract.tablas_cfdi_id.uma * 30

if total > monto_exento:
   result = round(total - monto_exento,2)
else:
   result = 0","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","Todo el monto",,,"Código Python"
"__export__.hr_salary_rule_83_1a3f51f8","Percepciones","P004","Aguinaldo",,"Aguinaldo","117","Siempre verdadero","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,"__export__.hr_salary_rule_219_73008d2c","__export__.hr_salary_rule_218_425e2a23","0.0",,"True",,"result =  PE004 + PG004","
                    # Available variables:
                    #----------------------
                    # payslip: object containing the payslips
                    # employee: hr.employee object
                    # contract: hr.contract object
                    # rules: object containing the rules code (previously computed)
                    # categories: object containing the computed salary rule categories (sum of amount of all rules belonging to that category).
                    # worked_days: object containing the computed worked days
                    # inputs: object containing the computed inputs

                    # Note: returned value have to be set in the variable 'result'

                    result = rules.NET > categories.NET * 0.10","Todo el monto",,"catalogo.percepciones02","Código Python"
"__export__.hr_salary_rule_183_0e63481e","Percepciones","P004","Aguinaldo liquidacion",,"Sueldos ordinaria","117","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,"__export__.hr_salary_rule_182_8ebcd470","__export__.hr_salary_rule_626","0.0",,"True",,"result =  PE004 + PG004","if worked_days.AGUI:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones02","Código Python"
"__export__.hr_salary_rule_373_705a4fee","Percepciones","P008","Devolución descuento",,"Sueldos ordinaria","125","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"result = inputs.P008.amount","if inputs.P008:
   result = 1
else:
   result = 0",,,"catalogo.percepciones01","Código Python"
"__export__.hr_salary_rule_10","Percepciones","P009","Vacaciones",,"Sueldos ordinaria","130","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"total = 0
dias_vacaciones = 0

if contract.antiguedad_anos < 1:
   antiguedad = 1
else:
   antiguedad = contract.antiguedad_anos

line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad)],order='antiguedad desc',limit=1)

if line:
   result = round(worked_days.VAC.number_of_days * contract.sueldo_diario,2)
else:
   result = 0","if worked_days.VAC:
   result = 1 > 0
else:
   result = 0 > 1","Todo el monto",,"catalogo.percepciones01","Código Python"
"__export__.hr_salary_rule_90_12f632dc","Percepciones","P009","Vacaciones liquidación",,"Sueldos ordinaria","131","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"dias_laborados = 0

if worked_days.VAC:
   dias_laborados = worked_days.VAC.number_of_days

result = round(contract.sueldo_diario*dias_laborados, 2)","if worked_days.VAC:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones01","Código Python"
"__export__.hr_salary_rule_192_2bff710f","Percepcion exenta","PE010","Prima vacacional exento",,"Sueldos ordinaria","135","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"25.0","103",,,"total = 0
dias_vacaciones = 0

if contract.antiguedad_anos < 1:
   antiguedad = 1
else:
   antiguedad = contract.antiguedad_anos

if worked_days.VAC:
   line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad)],order='antiguedad desc',limit=1)
   if line:
      prima_vac = line.prima_vac/100
   total = contract.sueldo_diario*worked_days.VAC.number_of_days*prima_vac
else:
   total = 0

monto_exento = 15 * contract.tablas_cfdi_id.uma
if contract.tablas_cfdi_id:
   line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad)],order='antiguedad desc',limit=1)
   if line:
      dias_vacaciones = line.vacaciones

monto_max = monto_exento / dias_vacaciones * worked_days.VAC.number_of_days
if total > monto_max:
      result = round(monto_max,2)
else:
      result = round(total,2)","if worked_days.VAC  and contract.tipo_prima_vacacional == '02' and not payslip.nom_liquidacion:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones16","Código Python"
"__export__.hr_salary_rule_194_d2ea3bcc","Percepcion exenta","PE010","Prima vacacional completo exento",,"Sueldos ordinaria","135","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"25.0","103",,,"total = 0

if contract.antiguedad_anos < 1:
   antiguedad = 1
else:
   antiguedad = contract.antiguedad_anos

if worked_days.PVC:
   line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad)],order='antiguedad desc',limit=1)
   if line:
      prima_vac = line.prima_vac/100
   total = contract.sueldo_diario*worked_days.PVC.number_of_days
else:
  total = 0

acum_exento = payslip.env['hr.payslip'].anual(employee, contract, payslip.date_from, 'PE010')
monto_exento =  contract.tablas_cfdi_id.uma * 15 - acum_exento

if total > monto_exento:
   result =  round(monto_exento,2)
else:
  result = round(total,2)","if worked_days.PVC:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones16","Código Python"
"__export__.hr_salary_rule_624","Percepcion exenta","PE010","Prima vacacional liquidación exento",,"Sueldos ordinaria","135","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"25.0",,,,"if contract.antiguedad_anos < 1:
   antiguedad = 1
else:
   antiguedad = contract.antiguedad_anos

if worked_days.VAC:
   line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad)],order='antiguedad desc',limit=1)
   if line:
      prima_vac = line.prima_vac/100
   total = contract.sueldo_diario*worked_days.VAC.number_of_days*prima_vac
else:
  total = 0

monto_exento =  contract.tablas_cfdi_id.uma * 15

if total > monto_exento:
   result =  round(monto_exento,2)
else:
  result = round(total,2)","if worked_days.VAC:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones16","Código Python"
"__export__.hr_salary_rule_193_3f9725ab","Percepcion gravada","PG010","Prima vacacional gravado",,"Sueldos ordinaria","136","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"25.0","103",,,"total = 0
dias_vacaciones = 0
if contract.antiguedad_anos < 1:
   antiguedad = 1
else:
   antiguedad = contract.antiguedad_anos

if worked_days.VAC:
   line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad)],order='antiguedad desc',limit=1)
   if line:
      prima_vac = line.prima_vac/100
   total = contract.sueldo_diario*worked_days.VAC.number_of_days*prima_vac
else:
   total = 0

monto_exento = 15 * contract.tablas_cfdi_id.uma
if contract.tablas_cfdi_id:
       line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad)],order='antiguedad desc',limit=1)
       if line:
          dias_vacaciones = line.vacaciones

monto_max = monto_exento / dias_vacaciones * worked_days.VAC.number_of_days
if total > monto_max:
      result = round(total - monto_max,2)
else:
      result = 0","if worked_days.VAC  and contract.tipo_prima_vacacional == '02' and not payslip.nom_liquidacion:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones16","Código Python"
"__export__.hr_salary_rule_195_fafa384e","Percepcion gravada","PG010","Prima vacacional completo gravado",,"Sueldos ordinaria","136","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"25.0","103",,,"if contract.antiguedad_anos < 1:
   antiguedad = 1
else:
   antiguedad = contract.antiguedad_anos

if worked_days.PVC:
   line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad)],order='antiguedad desc',limit=1)
   if line:
      prima_vac = line.prima_vac/100
   total = contract.sueldo_diario*worked_days.PVC.number_of_days
else:
  total = 0

acum_exento = payslip.env['hr.payslip'].anual(employee, contract, payslip.date_from, 'PE010')
monto_exento =  contract.tablas_cfdi_id.uma * 15 - acum_exento

if total > monto_exento:
   result =  round(total - monto_exento,2)
else:
   result = 0","if worked_days.PVC:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones16","Código Python"
"__export__.hr_salary_rule_625","Percepcion gravada","PG010","Prima vacacional liquidación gravado",,"Sueldos ordinaria","136","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"25.0",,,,"if contract.antiguedad_anos < 1:
   antiguedad = 1
else:
   antiguedad = contract.antiguedad_anos

if worked_days.VAC:
#  result = int(round(contract.sueldo_diario*worked_days.VAC.number_of_days*0.25))
   line = contract.env['tablas.antiguedades.line'].search([('form_id','=',contract.tablas_cfdi_id.id),('antiguedad','<=',antiguedad)],order='antiguedad desc',limit=1)
   if line:
      prima_vac = line.prima_vac/100
   total = contract.sueldo_diario*worked_days.VAC.number_of_days*prima_vac
else:
  total = 0

monto_exento =  contract.tablas_cfdi_id.uma * 15

if total > monto_exento:
   result =  round(total - monto_exento,2)
else:
   result = 0","if worked_days.VAC:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones16","Código Python"
"__export__.hr_salary_rule_19","Percepciones","P010","Prima vacacional",,"Sueldos ordinaria","137","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,"__export__.hr_salary_rule_192_2bff710f","__export__.hr_salary_rule_193_3f9725ab","25.0","103","True",,"result = PG010 + PE010","if worked_days.VAC  and contract.tipo_prima_vacacional == '02' and not payslip.nom_liquidacion:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones16","Código Python"
"__export__.hr_salary_rule_91_a7667348","Percepciones","P010","Prima vacacional liquidación",,"Sueldos ordinaria","137","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,"__export__.hr_salary_rule_624","__export__.hr_salary_rule_625","25.0","103","True",,"result = PG010 + PE010","if worked_days.PVC:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones16","Código Python"
"__export__.hr_salary_rule_133_e4e4cdb2","Percepciones","P010","Prima vacacional completo",,"Sueldos ordinaria","137","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,"__export__.hr_salary_rule_194_d2ea3bcc","__export__.hr_salary_rule_195_fafa384e","25.0","103","True",,"result = PG010 + PE010","if worked_days.PVC:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones16","Código Python"
"__export__.hr_salary_rule_313_cf74a2d6","Percepcion exenta","PE011","Reparto de utilidades exento",,"Reparto de utilidades","140","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"25.0","103",,,"total = 0
if inputs.PTU:
   total = inputs.PTU.amount

monto_exento = contract.tablas_cfdi_id.uma * 15 

if total > monto_exento:
   result = round(monto_exento, 2)
else:
   result = round(inputs.PTU.amount, 2)","if inputs.PTU:
   result = 1
else:
   result = 0","Todo el monto",,,"Código Python"
"__export__.hr_salary_rule_314_a0dd8356","Percepcion gravada","PG011","Reparto de utilidades gravado",,"Reparto de utilidades","141","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"25.0","103",,,"total = 0
if inputs.PTU:
   total = inputs.PTU.amount

monto_exento = contract.tablas_cfdi_id.uma * 15 

if total > monto_exento:
   result = round(total - monto_exento, 2)
else:
   result = 0","if inputs.PTU:
   result = 1
else:
   result = 0","Todo el monto",,,"Código Python"
"__export__.hr_salary_rule_20","Percepciones","P011","Reparto de utilidades",,"Reparto de utilidades","142","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,"__export__.hr_salary_rule_313_cf74a2d6","__export__.hr_salary_rule_314_a0dd8356","0.0",,"True",,"result = PG011 + PE011","if inputs.PTU:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones03","Código Python"
"__export__.hr_salary_rule_16","Percepciones","P013","Gratificación",,"Sueldos ordinaria","145","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"result = inputs.P013.amount","if inputs.P013:
   result = 1
else:
   result = 0","Todo el monto",,,"Código Python"
"__export__.hr_salary_rule_32","Percepciones","P015","Premio por asistencia",,"Sueldos ordinaria","150","Expresión Python","60.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"result = round(P001 * contract.bono_asistencia_amount/100, 2)","if contract.bono_asistencia:
   result = 1
else:
   result =  0","Todo el monto",,"catalogo.percepciones40","Código Python"
"__export__.hr_salary_rule_33","Percepciones","P016","Premio de puntualidad",,"Sueldos ordinaria","155","Expresión Python","140.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"result = round(P001 * 0.10, 2)","if contract.bono_puntualidad:
   result = 1
else:
   result =  0","Todo el monto",,"catalogo.percepciones08","Código Python"
"__export__.hr_salary_rule_376_9f0b8438","Percepciones","P017","Diferencia de sueldo",,"Sueldos ordinaria","160","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"result = inputs.P017.amount","if inputs.P017:
   result = 1
else:
   result = 0",,,"catalogo.percepciones01","Código Python"
"__export__.hr_salary_rule_190_bc0b85aa","Percepcion exenta","PE019","Prima dominical exento",,"Sueldos ordinaria","165","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"total = 0
dias = 0

if worked_days.PDM:
  total = contract.sueldo_diario*worked_days.PDM.number_of_days*0.25
  dias = worked_days.PDM.number_of_days
if worked_days.P019:
  total = contract.sueldo_diario*worked_days.P019.number_of_days*0.25
  dias = worked_days.P019.number_of_days

monto_exento = dias * contract.tablas_cfdi_id.uma
if total > monto_exento:
      result = round(monto_exento,2)
else:
      result = round(total,2)","if worked_days.PDM or worked_days.P019:
   result = 1 
else:
   result = 0","Todo el monto",,"catalogo.percepciones15","Código Python"
"__export__.hr_salary_rule_191_e9d15494","Percepcion gravada","PG019","Prima dominical gravado",,"Sueldos ordinaria","166","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"total = 0
dias = 0

if worked_days.PDM:
  total = contract.sueldo_diario*worked_days.PDM.number_of_days*0.25
  dias = worked_days.PDM.number_of_days
if worked_days.P019:
  total = contract.sueldo_diario*worked_days.P019.number_of_days*0.25
  dias = worked_days.P019.number_of_days

monto_exento = dias * contract.tablas_cfdi_id.uma
if total > monto_exento:
   result = round(total - monto_exento,2)
else:
   result = 0","if worked_days.PDM or worked_days.P019:
   result = 1 
else:
   result = 0","Todo el monto",,"catalogo.percepciones15","Código Python"
"__export__.hr_salary_rule_31","Percepciones","P019","Prima dominical",,"Sueldos ordinaria","167","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,"__export__.hr_salary_rule_190_bc0b85aa","__export__.hr_salary_rule_191_e9d15494","0.0",,"True",,"result = PE019 + PG019","if worked_days.PDM or worked_days.P019:
   result = 1
else:
   result = 0","Todo el monto",,"catalogo.percepciones15","Código Python"
"__export__.hr_salary_rule_377_65184cab","Percepciones","P020","Dev. incentivo punt. o asist.",,"Sueldos ordinaria","170","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"result = inputs.P020.amount","if inputs.P020:
   result = 1
else:
   result = 0",,,"catalogo.percepciones01","Código Python"
"__export__.hr_salary_rule_411_94565970","Percepcion exenta","P022E","Descanso-Festivo laborado exento",,"Sueldos ordinaria","175","Expresión Python","0.0",,"Efectivo",,,,"0.0","0.0","0.0",,,,"0.0",,,,"total = 0
monto_exento = 0

if worked_days.DFES:
  total = contract.sueldo_diario*worked_days.DFES.number_of_days * 2
if worked_days.DFES_3:
  total = total + contract.sueldo_diario*worked_days.DFES_3.number_of_days * 3

#revisar si el trabajador gana mas de un salario mínimo
if contract.sueldo_diario > contract.tablas_cfdi_id.uma:
   monto_exento =  total * 0.5

#revisar que lo exento no supere 5 SM
if monto_exento > (5 *contract.tablas_cfdi_id.uma):
   monto_exento =  5 *contract.tablas_cfdi_id.uma

result = round(monto_exento, 2)","if worked_days.DFES or worked_days.DFES_3:
   result = 1
else:
   result = 0","Todo el monto",,,"Código Python"
